Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,Unnamed: 16,Unnamed: 17,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15,RACE 5 (275),RACE 5 (275).1,RACE 5 (275).2,RACE 5 (275).3,RACE 5 (275).4,RACE 5 (275).5,RACE 5 (275).6,RACE 5 (275).7,RACE 5 (275).8,RACE 5 (275).9,RACE 5 (275).10,RACE 5 (275).11,RACE 5 (275).12,RACE 5 (275).13,RACE 5 (275).14,RACE 5 (275).15
9,5.0,IGNITING (D481),K H Chan,K W Lui,125.0,1245,6,6-1/4,12 11 9,1:09.18,57.0,2022/04/16,ST,9,Class 3,1200M,85-60,GOOD,ALL WEATHER TRACK,23.09,45.18,1:08.18,,,,23.09,22.09,23.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9.0,ALL IN MIND (D200),A Badel,C Fownes,118.0,1205,11,7-1/2,7 10 10,1:09.37,19.0,2022/04/16,ST,9,Class 3,1200M,85-60,GOOD,ALL WEATHER TRACK,23.09,45.18,1:08.18,,,,23.09,22.09,23.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3.0,SUNNY BOY (A379),C L Chau,W Y So,128.0,1190,10,7-3/4,9 12 11,1:09.41,48.0,2022/04/16,ST,9,Class 3,1200M,85-60,GOOD,ALL WEATHER TRACK,23.09,45.18,1:08.18,,,,23.09,22.09,23.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2.0,HARMONY N BLESSED (E061),Z Purton,D A Hayes,132.0,1184,7,10-1/4,4 4 12,1:09.82,10.0,2022/04/16,ST,9,Class 3,1200M,85-60,GOOD,ALL WEATHER TRACK,23.09,45.18,1:08.18,,,,23.09,22.09,23.00,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.0,DECRYPT (D129),A Hamelin,D A Hayes,122.0,1013,6,-,10 9 9 1,1:21.70,24.0,2022/04/16,ST,10,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.53,34.87,58.01,1:21.70,,,13.53,21.34,23.14,23.69,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.0,SUPER DYNAMITE (E199),C Y Ho,P F Yiu,129.0,1110,5,1,9 8 7 2,1:21.86,6.0,2022/04/16,ST,10,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.53,34.87,58.01,1:21.70,,,13.53,21.34,23.14,23.69,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3.0,SAUVESTRE (E315),Z Purton,F C Lor,132.0,1163,3,1-1/4,7 7 8 3,1:21.90,3.0,2022/04/16,ST,10,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.53,34.87,58.01,1:21.70,,,13.53,21.34,23.14,23.69,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9.0,HORSESAIN BOLT (D061),V Borges,D J Whyte,121.0,1202,10,2,8 10 10 4,1:22.01,31.0,2022/04/16,ST,10,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.53,34.87,58.01,1:21.70,,,13.53,21.34,23.14,23.69,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14.0,RIGHTEOUS DOCTRINE (C197),M L Yeung,C W Chang,114.0,1186,2,2,6 6 6 5,1:22.02,14.0,2022/04/16,ST,10,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.53,34.87,58.01,1:21.70,,,13.53,21.34,23.14,23.69,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.0,COPARTNER AMBITION (E218),M F Poon,A S Cruz,131.0,1104,9,3,12 12 12 6,1:22.19,10.0,2022/04/16,ST,10,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.53,34.87,58.01,1:21.70,,,13.53,21.34,23.14,23.69,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5.0,THE HULK (C431),J Moreira,C Fownes,126.0,1149,14,3-1/2,11 11 11 7,1:22.27,15.0,2022/04/16,ST,10,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.53,34.87,58.01,1:21.70,,,13.53,21.34,23.14,23.69,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10.0,COMPASSION SPIRIT (D167),K C Leung,K L Man,120.0,1110,13,5,4 2 2 8,1:22.49,70.0,2022/04/16,ST,10,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.53,34.87,58.01,1:21.70,,,13.53,21.34,23.14,23.69,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.0,KILINDINI (E236),R Maia,A T Millard,132.0,1145,11,6-3/4,2 5 5 9,1:22.78,26.0,2022/04/16,ST,10,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.53,34.87,58.01,1:21.70,,,13.53,21.34,23.14,23.69,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11.0,KA YING EXCELLENT (C526),L Currie,T P Yung,118.0,1082,1,6-3/4,5 4 4 10,1:22.79,21.0,2022/04/16,ST,10,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.53,34.87,58.01,1:21.70,,,13.53,21.34,23.14,23.69,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7.0,SUPER WINNER (C341),H Bentley,C H Yip,124.0,1200,8,7-1/2,1 1 1 11,1:22.90,5.8,2022/04/16,ST,10,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.53,34.87,58.01,1:21.70,,,13.53,21.34,23.14,23.69,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13.0,EMERGING (G296),A Badel,R Gibson,116.0,1095,12,8,13 13 13 12,1:23.00,45.0,2022/04/16,ST,10,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.53,34.87,58.01,1:21.70,,,13.53,21.34,23.14,23.69,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,12.0,HARMONY WIN WIN (E136),L Hewitson,D J Whyte,117.0,1135,7,9-1/2,3 3 3 13,1:23.24,10.0,2022/04/16,ST,10,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.53,34.87,58.01,1:21.70,,,13.53,21.34,23.14,23.69,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNP,6.0,HEZA BEAUTY (D116),B Shinn,J Size,125.0,1081,4,---,---,---,50.0,2022/04/16,ST,10,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.53,34.87,58.01,1:21.70,,,13.53,21.34,23.14,23.69,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.0,DIAMOND STAR (D017),J Moreira,J Size,123.0,1030,7,-,11 10 8 7 1,1:49.54,4.7,2022/04/20,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""C"" Course",13.56,35.64,1:00.13,1:25.10,1:49.54,,13.56,22.08,24.49,24.97,24.44,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11.0,GREAT TIMES (D301),L Hewitson,D J Hall,117.0,939,12,2,12 12 11 9 2,1:49.86,28.0,2022/04/20,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""C"" Course",13.56,35.64,1:00.13,1:25.10,1:49.54,,13.56,22.08,24.49,24.97,24.44,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2.0,LOYAL AMBITION (E489),B Shinn,C Fownes,133.0,998,1,2-1/2,7 4 5 2 3,1:49.93,8.1,2022/04/20,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""C"" Course",13.56,35.64,1:00.13,1:25.10,1:49.54,,13.56,22.08,24.49,24.97,24.44,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.0,FLASH FAMOUS (B162),R Maia,C H Yip,133.0,1173,4,4-3/4,10 8 6 6 4,1:50.32,13.0,2022/04/20,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""C"" Course",13.56,35.64,1:00.13,1:25.10,1:49.54,,13.56,22.08,24.49,24.97,24.44,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8.0,SPEED FORCE (C535),Z Purton,C W Chang,121.0,1066,5,5,6 7 9 10 5,1:50.34,3.5,2022/04/20,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""C"" Course",13.56,35.64,1:00.13,1:25.10,1:49.54,,13.56,22.08,24.49,24.97,24.44,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5.0,ORIENTAL AMIGO (D232),C L Chau,Y S Tsui,125.0,1106,10,5-3/4,2 6 7 8 6,1:50.48,91.0,2022/04/20,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""C"" Course",13.56,35.64,1:00.13,1:25.10,1:49.54,,13.56,22.08,24.49,24.97,24.44,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6.0,WAH MAY LUCK (E086),A Badel,A S Cruz,124.0,1132,8,6-1/4,4 3 4 5 7,1:50.55,10.0,2022/04/20,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""C"" Course",13.56,35.64,1:00.13,1:25.10,1:49.54,,13.56,22.08,24.49,24.97,24.44,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4.0,OWNERS' STAR (B427),H Bentley,W Y So,129.0,1104,2,7,8 9 12 11 8,1:50.67,7.5,2022/04/20,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""C"" Course",13.56,35.64,1:00.13,1:25.10,1:49.54,,13.56,22.08,24.49,24.97,24.44,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9.0,SMILING FACE (D192),K Teetan,D J Whyte,118.0,1222,6,7,9 11 10 12 9,1:50.68,6.2,2022/04/20,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""C"" Course",13.56,35.64,1:00.13,1:25.10,1:49.54,,13.56,22.08,24.49,24.97,24.44,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3.0,STRATHMORETOO (E426),L Ferraris,A T Millard,133.0,1224,9,9-1/2,5 1 1 1 10,1:51.08,45.0,2022/04/20,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""C"" Course",13.56,35.64,1:00.13,1:25.10,1:49.54,,13.56,22.08,24.49,24.97,24.44,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12.0,PRESIDENT STAR (C170),V Borges,C S Shum,116.0,1118,11,11-3/4,3 5 2 4 11,1:51.41,28.0,2022/04/20,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""C"" Course",13.56,35.64,1:00.13,1:25.10,1:49.54,,13.56,22.08,24.49,24.97,24.44,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,10.0,WONDERFUL FANTASY (E326),A Hamelin,K W Lui,118.0,1106,3,13-3/4,1 2 3 3 12,1:51.73,51.0,2022/04/20,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""C"" Course",13.56,35.64,1:00.13,1:25.10,1:49.54,,13.56,22.08,24.49,24.97,24.44,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.0,COPARTNER ERA (C534),C Y Ho,W Y So,124.0,1121,2,-,5 6 6 1,1:40.03,5.3,2022/04/20,HV,2,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.11,52.27,1:15.65,1:40.03,,,28.11,24.16,23.38,24.38,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7.0,REACH GOAL (G067),K C Leung,R Gibson,123.0,1058,11,1,10 11 10 2,1:40.20,78.0,2022/04/20,HV,2,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.11,52.27,1:15.65,1:40.03,,,28.11,24.16,23.38,24.38,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9.0,OUR CREED (D464),Z Purton,K H Ting,120.0,1045,9,1-1/4,2 3 2 3,1:40.22,9.1,2022/04/20,HV,2,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.11,52.27,1:15.65,1:40.03,,,28.11,24.16,23.38,24.38,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2.0,ROYAL PRIDE (E351),B Shinn,C Fownes,133.0,1099,7,1-3/4,9 9 8 4,1:40.30,7.2,2022/04/20,HV,2,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.11,52.27,1:15.65,1:40.03,,,28.11,24.16,23.38,24.38,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12.0,FOXHUNTER WAY (E296),A Badel,K W Lui,113.0,1044,1,2-1/2,3 4 4 5,1:40.44,5.9,2022/04/20,HV,2,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.11,52.27,1:15.65,1:40.03,,,28.11,24.16,23.38,24.38,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11.0,CHATER PINS (E057),A Hamelin,D A Hayes,116.0,1099,12,2-3/4,12 12 12 6,1:40.47,11.0,2022/04/20,HV,2,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.11,52.27,1:15.65,1:40.03,,,28.11,24.16,23.38,24.38,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4.0,OUR CLASS ACT (E303),L Hewitson,Y S Tsui,126.0,997,3,4-3/4,4 5 5 7,1:40.79,36.0,2022/04/20,HV,2,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.11,52.27,1:15.65,1:40.03,,,28.11,24.16,23.38,24.38,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10.0,MAKE IT TURBO (E313),L Currie,D J Hall,119.0,1221,8,4-3/4,8 8 9 8,1:40.79,47.0,2022/04/20,HV,2,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.11,52.27,1:15.65,1:40.03,,,28.11,24.16,23.38,24.38,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,6.0,METHANE (C469),J Moreira,A S Cruz,123.0,1083,5,5-1/2,6 2 3 9,1:40.92,8.3,2022/04/20,HV,2,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.11,52.27,1:15.65,1:40.03,,,28.11,24.16,23.38,24.38,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.0,JADE PHOENIX (D179),K Teetan,F C Lor,133.0,1154,6,6,1 1 1 10,1:40.98,3.4,2022/04/20,HV,2,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.11,52.27,1:15.65,1:40.03,,,28.11,24.16,23.38,24.38,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,8.0,SPICY SKEWER (G202),C L Chau,K L Man,120.0,1019,4,6-1/4,7 7 7 11,1:41.02,91.0,2022/04/20,HV,2,Class 4,1650M,60-40,GOOD,"TURF - ""C"" Course",28.11,52.27,1:15.65,1:40.03,,,28.11,24.16,23.38,24.38,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
